0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
23,1.7244,0.2226,0.3808,1.4026,1.2935,0.6395,0.8426,1.512,0.893,1.3779,1.6219,0.0125,1.4391,1.3621,1.3998,0.9233,1.1558,1.1044,0.4351,1.3521,0.2675,0.6972,0,0.498,0.7732,1.1865,0.0801,0.946,1.4475,0.9076,0.3743,0.8924,1.0653,0.1322,0.5711,0.9892,1.6648,1.437,1.0865,0.8695,1.2297,0.957,1.0956,0.9161,0.811,1.5424,1.4058,0.1941,1.5368,0.4377,1.237,0.2191,0.6265,1.323,0.5096,1.304,1.0255,1.4734,0.7816,0.3593,0.6862,0.7074,0.5427,0.4845,0.2544,0.266,0.5278,1.2072,1.0124,0.8792,1.375,0.7756,0.1003,0.4907,0.556,1.0823,0.9275,0.3154,1.189,0.7691,0.5801,1.6306,1.1706,1.7699,1.5966,0.3063,0.1377,1.2278,1.426,0.7546,1.1801,0.2277,0.1498,1.0841,1.1741,1.5155,0.9469,1.3984,0.8332,0.259,0.558,0.3359,0.4252,0.9087,0.906,0.3219,0.94,0.0871,0.037,0.9941,0.7581,0.5969,1.3194,1.5324,0.2404,0.4853,1.6631,1.1891,0.924,0.6656,1.2149,0.7196,1.0184,1.6937
24,1.2443,0.53,0.2592,0.9046,0.9072,0.7446,0.355,1.0695,0.3953,0.88,1.124,0.488,0.9505,0.8781,0.9028,0.429,0.6615,0.6678,0.4015,0.8557,0.5198,0.4625,0.498,0,0.3332,0.6885,0.4446,0.6348,0.9505,0.4135,0.3301,0.548,0.6544,0.6199,0.5066,0.5125,1.1768,0.9511,0.6671,0.5502,0.7497,0.4598,0.6042,0.6963,0.3295,1.0998,0.9898,0.4758,1.0668,0.6989,0.7424,0.3375,0.3512,0.8325,0.1318,0.8449,0.5309,0.9756,0.3301,0.3359,0.4584,0.2093,0.2404,0.0139,0.2449,0.5302,0.0731,0.7273,0.7315,0.7052,0.9427,0.5265,0.4728,0.7166,0.8259,0.67,0.4295,0.1883,0.6911,0.3253,0.8525,1.1424,0.6727,1.3189,1.161,0.6864,0.6309,0.7393,0.9286,0.3054,0.6901,0.6812,0.563,0.5925,0.6801,1.0391,0.4507,0.9715,0.3372,0.2471,0.7741,0.7253,0.6415,0.6235,0.6785,0.7001,0.4422,0.4948,0.4627,0.5006,0.3044,0.2853,0.8291,1.0456,0.3808,0.6494,1.1655,0.8265,0.562,0.1755,0.7329,0.2223,0.5219,1.2405
25,1.1282,0.8518,0.4123,0.6966,0.9785,1.071,0.3561,1.0457,0.2992,0.671,0.9214,0.7659,0.8227,0.7738,0.6782,0.239,0.4312,0.7023,0.7304,0.6285,0.8473,0.726,0.7732,0.3332,0,0.5019,0.7029,0.8171,0.7245,0.2273,0.6628,0.7197,0.7306,0.9043,0.8204,0.4936,0.9047,0.6767,0.7289,0.7424,0.4657,0.2911,0.3633,0.9291,0.3681,1.0737,1.0142,0.6798,0.9874,1.0311,0.6023,0.5658,0.6217,0.7066,0.4383,0.8107,0.4261,0.7815,0.0264,0.6691,0.7261,0.2297,0.5343,0.3452,0.5444,0.8571,0.2693,0.4436,0.9216,0.9599,0.947,0.7698,0.7748,1.0498,1.1589,0.7414,0.3107,0.4671,0.4979,0.4525,1.1855,0.8712,0.4803,1.2644,1.1422,1.0058,0.9109,0.6329,0.7075,0.4338,0.5832,0.9055,0.7895,0.354,0.552,0.9453,0.3555,0.9815,0.2065,0.5175,1.1072,1.0443,0.9746,0.827,0.9095,1.0203,0.2899,0.7934,0.7428,0.4127,0.4251,0.5577,0.5709,0.9181,0.5788,0.9821,0.9392,0.9336,0.7141,0.1868,0.6521,0.2103,0.3287,1.1862
26,0.6326,1.1919,0.8797,0.2165,0.6884,1.2573,0.3705,0.624,0.2955,0.1924,0.4366,1.1765,0.3309,0.3043,0.2221,0.2755,0.107,0.4457,0.9715,0.1814,1.1684,0.8128,1.1865,0.6885,0.5019,0,1.1306,0.74,0.2683,0.2907,0.9414,0.6618,0.524,1.3073,0.9919,0.3047,0.5302,0.3375,0.5013,0.7069,0.2496,0.2325,0.1604,0.9062,0.4101,0.6466,0.6539,1.1409,0.5186,1.3121,0.1281,1.0101,0.7568,0.2262,0.7078,0.4155,0.189,0.2893,0.4788,0.9542,0.8201,0.4791,0.742,0.7021,0.933,1.1799,0.666,0.2435,0.8271,0.9709,0.5727,0.8078,1.1562,1.3092,1.422,0.5229,0.26,0.8737,0.0141,0.5042,1.4459,0.497,0.0229,0.7996,0.7164,1.3466,1.3189,0.1944,0.2444,0.5047,0.1687,1.3596,1.2406,0.1641,0.1217,0.4683,0.2497,0.6083,0.357,0.9322,1.3496,1.3849,1.2463,0.7808,0.8877,1.3583,0.2474,1.1793,1.1511,0.222,0.4958,0.7225,0.2137,0.4227,1.0393,1.2257,0.4788,0.7061,0.629,0.5264,0.2435,0.4675,0.1772,0.7251
27,1.6829,0.2812,0.3036,1.3458,1.2767,0.689,0.796,1.4829,0.8395,1.3208,1.5669,0.0791,1.3931,1.3184,1.3409,0.8634,1.0949,1.0748,0.4493,1.2927,0.3192,0.6964,0.0801,0.4446,0.7029,1.1306,0,0.9394,1.3887,0.8476,0.3775,0.879,1.0413,0.2095,0.5912,0.9475,1.5999,1.3716,1.0609,0.86,1.163,0.8994,1.0333,0.9242,0.7666,1.5133,1.383,0.1284,1.4991,0.5026,1.187,0.1414,0.6158,1.2759,0.4741,1.2693,0.9753,1.4189,0.7126,0.364,0.686,0.6525,0.522,0.4316,0.2102,0.3202,0.4665,1.1406,1.0122,0.8938,1.3481,0.7753,0.1521,0.5524,0.6251,1.0581,0.8732,0.2571,1.1324,0.7341,0.65,1.5658,1.1139,1.7389,1.5696,0.3825,0.212,1.1817,1.3676,0.7181,1.1331,0.2436,0.1347,1.022,1.1245,1.4753,0.8954,1.373,0.7749,0.1984,0.6204,0.4136,0.4827,0.9059,0.9127,0.3982,0.8833,0.15,0.0701,0.9447,0.7207,0.5787,1.2561,1.4875,0.1604,0.5376,1.6049,1.1763,0.908,0.6058,1.1719,0.6631,0.9597,1.6619
28,0.9574,0.8121,0.8844,0.8973,0.3708,0.6415,0.4835,0.653,0.5808,0.8836,1.0404,0.9335,0.7673,0.6791,0.9303,0.6859,0.8042,0.3336,0.5287,0.9053,0.7648,0.253,0.946,0.6348,0.8171,0.74,0.9394,0,0.9655,0.6818,0.5727,0.0976,0.2469,1.0113,0.4387,0.4418,1.247,1.0764,0.278,0.0849,0.9589,0.6601,0.7969,0.172,0.458,0.6801,0.5099,1.0297,0.7526,0.8062,0.6799,0.9014,0.3245,0.696,0.5186,0.5281,0.5721,0.9156,0.7955,0.5882,0.2648,0.5905,0.4301,0.6374,0.7495,0.7752,0.6901,0.9436,0.1044,0.2476,0.5126,0.1803,0.8621,0.7737,0.8696,0.2581,0.5999,0.7561,0.7526,0.3646,0.886,1.2168,0.7437,0.9067,0.7156,0.9255,1.0304,0.6177,0.9401,0.3838,0.6016,1.1729,1.074,0.7882,0.6356,0.7604,0.5658,0.522,0.6395,0.7972,0.7835,0.9549,0.7432,0.0559,0.1562,0.93,0.64,0.886,0.9118,0.5485,0.3921,0.3721,0.9536,0.8299,0.9599,0.6888,1.1251,0.254,0.1145,0.651,0.5684,0.6081,0.6992,0.8412
29,0.5215,1.4596,1.1246,0.069,0.8277,1.5176,0.6385,0.6596,0.5621,0.0829,0.2052,1.4379,0.3043,0.3512,0.0478,0.5254,0.2964,0.6418,1.2388,0.0967,1.4366,1.0688,1.4475,0.9505,0.7245,0.2683,1.3887,0.9655,0,0.5411,1.2096,0.8982,0.7285,1.5705,1.254,0.5548,0.2817,0.1821,0.7005,0.9454,0.3017,0.4907,0.3624,1.1365,0.6779,0.6722,0.747,1.3901,0.5001,1.5797,0.2857,1.2634,1.02,0.2923,0.9757,0.5243,0.4538,0.1132,0.7053,1.2225,1.0769,0.7417,1.0098,0.9643,1.1955,1.4481,0.9222,0.3164,1.0414,1.2068,0.6663,1.0561,1.4211,1.5757,1.6883,0.7226,0.5262,1.1329,0.2627,0.7688,1.7119,0.2526,0.2803,0.751,0.7342,1.6146,1.5814,0.3501,0.0256,0.7707,0.3646,1.6122,1.4936,0.3726,0.336,0.4428,0.518,0.697,0.6143,1.1909,1.6148,1.653,1.5137,1.012,1.1192,1.6264,0.5086,1.4438,1.4127,0.4875,0.7621,0.9886,0.1752,0.349,1.2881,1.4917,0.2168,0.8779,0.8612,0.7829,0.4033,0.7283,0.4292,0.6904
30,0.9048,0.9365,0.5892,0.501,0.779,1.0693,0.2002,0.8213,0.102,0.4756,0.725,0.8982,0.5993,0.5472,0.4934,0.0158,0.2483,0.5008,0.7505,0.4451,0.9198,0.6604,0.9076,0.4135,0.2273,0.2907,0.8476,0.6818,0.5411,0,0.7036,0.5865,0.5446,1.0323,0.8039,0.2892,0.7642,0.5402,0.5366,0.6201,0.348,0.0641,0.1915,0.8215,0.2327,0.8488,0.7994,0.8516,0.7602,1.0821,0.3785,0.7228,0.5753,0.4817,0.4618,0.5872,0.2009,0.5792,0.2016,0.7143,0.6642,0.2101,0.5243,0.4274,0.6574,0.9309,0.3811,0.3264,0.7841,0.8684,0.7286,0.6826,0.8863,1.0884,1.2013,0.5525,0.0944,0.5924,0.2899,0.3418,1.2267,0.7298,0.2714,1.0372,0.9178,1.0931,1.0425,0.4057,0.5205,0.3306,0.3559,1.0721,0.9533,0.1797,0.3257,0.7186,0.1401,0.7638,0.0782,0.6501,1.1371,1.132,1.0191,0.705,0.8015,1.1061,0.064,0.9083,0.8732,0.1923,0.3202,0.5235,0.4162,0.6954,0.7498,1.0104,0.7576,0.7503,0.5694,0.2421,0.4252,0.1931,0.114,0.959
31,1.4067,0.2648,0.4455,1.1544,0.9271,0.4221,0.5716,1.1643,0.6519,1.1318,1.3592,0.3618,1.141,1.0573,1.1633,0.7177,0.9403,0.7628,0.0873,1.1202,0.2312,0.3229,0.3743,0.3301,0.6628,0.9414,0.3775,0.5727,1.2096,0.7036,0,0.5249,0.712,0.4429,0.229,0.6887,1.4596,1.2408,0.7363,0.4984,1.0512,0.7344,0.8926,0.5467,0.533,1.1942,1.047,0.4858,1.21,0.3786,0.9611,0.3815,0.26,1.0321,0.2419,0.9719,0.7591,1.212,0.6581,0.0161,0.3119,0.4958,0.2066,0.319,0.2319,0.2429,0.3992,1.0293,0.6382,0.5184,1.024,0.4013,0.2899,0.3894,0.5008,0.729,0.6879,0.2865,0.9474,0.4572,0.5269,1.4253,0.9305,1.4242,1.244,0.4111,0.4611,0.9355,1.1856,0.4491,0.893,0.6019,0.5093,0.8808,0.8985,1.1963,0.6917,1.0444,0.6259,0.2941,0.4446,0.4482,0.3168,0.5344,0.5353,0.4214,0.7131,0.3142,0.3412,0.7254,0.4559,0.2474,1.1134,1.2289,0.4425,0.3193,1.4163,0.8191,0.5595,0.4915,0.9114,0.5154,0.7974,1.3503
32,0.9381,0.7773,0.8018,0.831,0.4022,0.6597,0.3873,0.6555,0.486,0.8156,0.988,0.8799,0.723,0.6339,0.8606,0.591,0.7196,0.2898,0.494,0.8325,0.733,0.2263,0.8924,0.548,0.7197,0.6618,0.879,0.0976,0.8982,0.5865,0.5249,0,0.2126,0.9677,0.4286,0.3587,1.1783,0.9993,0.2429,0.0482,0.8724,0.5672,0.7083,0.2454,0.3608,0.6843,0.5261,0.962,0.7335,0.7979,0.6129,0.8301,0.2661,0.6408,0.4382,0.4992,0.487,0.8568,0.698,0.5409,0.2381,0.4936,0.3596,0.5517,0.6816,0.744,0.6,0.8564,0.202,0.3096,0.5132,0.1754,0.8141,0.7719,0.8742,0.2279,0.5066,0.6808,0.6738,0.2673,0.8929,1.1472,0.6637,0.9143,0.7279,0.9018,0.986,0.556,0.8727,0.2867,0.5339,1.1171,1.0137,0.6991,0.5639,0.734,0.4743,0.529,0.5425,0.7254,0.79,0.9337,0.7325,0.1214,0.2264,0.9079,0.5466,0.8386,0.8571,0.4613,0.2949,0.3016,0.8742,0.7936,0.887,0.685,1.0683,0.2973,0.0426,0.555,0.5107,0.5109,0.6088,0.8443
33,0.7255,0.9725,0.9132,0.6596,0.2559,0.8714,0.3748,0.4526,0.4454,0.648,0.794,1.0529,0.5205,0.4322,0.6963,0.5434,0.604,0.0877,0.6934,0.6761,0.931,0.4361,1.0653,0.6544,0.7306,0.524,1.0413,0.2469,0.7285,0.5446,0.712,0.2126,0,1.1523,0.6397,0.2599,1.0101,0.8529,0.0313,0.2581,0.7611,0.5041,0.6118,0.4181,0.3693,0.4824,0.3418,1.1091,0.521,1.0079,0.4457,0.9719,0.4538,0.4513,0.5731,0.2872,0.3842,0.6718,0.7055,0.728,0.4476,0.5318,0.5226,0.6619,0.8346,0.9424,0.6885,0.749,0.313,0.4945,0.312,0.3877,0.9954,0.9835,1.0866,0.017,0.4514,0.8171,0.5376,0.3297,1.1054,0.981,0.5321,0.7127,0.5326,1.1042,1.1697,0.3784,0.7035,0.3502,0.3699,1.284,1.1743,0.6051,0.4095,0.522,0.408,0.3335,0.5281,0.8687,1.0026,1.1374,0.9419,0.2999,0.403,1.1112,0.4888,1.0203,1.0288,0.3707,0.3528,0.4696,0.7361,0.5854,1.0241,0.8964,0.8799,0.2058,0.17,0.6029,0.3264,0.5426,0.526,0.6399
34,1.8296,0.2138,0.5126,1.5237,1.3698,0.6157,0.956,1.6033,1.0124,1.4993,1.7411,0.1385,1.5497,1.4705,1.5227,1.048,1.2806,1.198,0.4845,1.4756,0.2662,0.7586,0.1322,0.6199,0.9043,1.3073,0.2095,1.0113,1.5705,1.0323,0.4429,0.9677,1.1523,0,0.6046,1.097,1.7923,1.5649,1.1755,0.9399,1.3585,1.0797,1.2216,0.9604,0.9226,1.6334,1.4894,0.3007,1.6382,0.3844,1.3522,0.3505,0.7028,1.4351,0.6161,1.4026,1.1415,1.5925,0.912,0.4269,0.747,0.8288,0.633,0.6061,0.3751,0.2593,0.6547,1.336,1.0679,0.9141,1.464,0.8347,0.1584,0.4432,0.4846,1.1694,1.0475,0.4425,1.3104,0.8715,0.5058,1.7581,1.2921,1.8626,1.6849,0.2207,0.0205,1.3391,1.5484,0.8586,1.2925,0.219,0.2121,1.21,1.2891,1.6197,1.0644,1.4855,0.9569,0.3879,0.5058,0.2397,0.3923,0.9693,0.9528,0.2342,1.062,0.1334,0.1616,1.1094,0.8631,0.6831,1.446,1.6418,0.3661,0.4614,1.7852,1.2607,1.0023,0.7908,1.3232,0.8422,1.1418,1.7876
35,1.3638,0.3932,0.6688,1.192,0.8095,0.267,0.6312,1.0825,0.7289,1.1722,1.3769,0.5593,1.1297,1.0415,1.2106,0.8155,1.015,0.7101,0.1445,1.1731,0.342,0.2039,0.5711,0.5066,0.8204,0.9919,0.5912,0.4387,1.254,0.8039,0.229,0.4286,0.6397,0.6046,0,0.7023,1.5219,1.3162,0.669,0.3872,1.1462,0.8182,0.9794,0.3574,0.591,1.1109,0.9462,0.7077,1.16,0.3698,0.9818,0.6098,0.2354,1.0335,0.3837,0.9232,0.803,1.2355,0.8099,0.2377,0.1927,0.6157,0.2878,0.4992,0.4607,0.351,0.5797,1.1259,0.4742,0.3101,0.9404,0.2603,0.4742,0.3439,0.4494,0.6556,0.7623,0.5104,1.0007,0.4885,0.4699,1.4885,0.986,1.34,1.151,0.4896,0.6249,0.9402,1.2288,0.4904,0.906,0.795,0.7164,0.968,0.923,1.1571,0.7523,0.954,0.7316,0.5226,0.3682,0.5175,0.3054,0.388,0.3514,0.4931,0.7955,0.4948,0.5431,0.77,0.5001,0.2803,1.1866,1.2083,0.6706,0.2568,1.4466,0.6922,0.4704,0.6355,0.9045,0.6374,0.8773,1.2715
36,0.7356,0.9511,0.7553,0.4909,0.4901,0.9638,0.1626,0.5698,0.1958,0.4722,0.6774,0.9778,0.4539,0.3735,0.5134,0.2863,0.3625,0.2118,0.7026,0.4805,0.9199,0.514,0.9892,0.5125,0.4936,0.3047,0.9475,0.4418,0.5548,0.2892,0.6887,0.3587,0.2599,1.097,0.7023,0,0.8298,0.6419,0.2488,0.4029,0.5176,0.2447,0.3588,0.604,0.183,0.5994,0.5216,0.9883,0.5542,1.0423,0.2798,0.8498,0.4713,0.3434,0.481,0.3374,0.131,0.5339,0.4674,0.7033,0.5222,0.3339,0.4822,0.5239,0.7381,0.9316,0.522,0.5029,0.5352,0.6668,0.4579,0.504,0.9396,1.0325,1.1438,0.266,0.1948,0.6976,0.3161,0.2315,1.1664,0.7975,0.3053,0.8105,0.6648,1.0998,1.1115,0.2468,0.5293,0.2407,0.2062,1.189,1.0723,0.3511,0.2209,0.528,0.1498,0.4913,0.2871,0.7553,1.0671,1.1368,0.9754,0.4791,0.5851,1.1099,0.2304,0.9641,0.9523,0.1118,0.235,0.4496,0.5158,0.5448,0.8927,0.9467,0.7444,0.4643,0.3283,0.4044,0.2261,0.3368,0.2676,0.7317
37,0.6695,1.7001,1.3168,0.3505,1.0972,1.7875,0.8955,0.8947,0.8079,0.3634,0.3085,1.6562,0.5517,0.6167,0.3177,0.749,0.5197,0.9232,1.4961,0.3497,1.6815,1.3421,1.6648,1.1768,0.9047,0.5302,1.5999,1.247,0.2817,0.7642,1.4596,1.1783,1.0101,1.7923,1.5219,0.8298,0,0.2284,0.9819,1.2252,0.4391,0.7259,0.5728,1.4178,0.9358,0.9012,1.0031,1.5845,0.7205,1.835,0.567,1.467,1.2866,0.5681,1.2202,0.7939,0.7191,0.3548,0.8911,1.4715,1.3497,0.9737,1.266,1.1907,1.4189,1.6927,1.1376,0.4612,1.323,1.4874,0.9255,1.3333,1.6494,1.8351,1.9481,1.004,0.7721,1.35,0.5211,1.0337,1.9725,0.0344,0.5361,0.9259,0.9551,1.8565,1.8014,0.6317,0.3069,1.0332,0.6456,1.8101,1.6935,0.5845,0.6146,0.6669,0.7732,0.9532,0.8419,1.4059,1.8775,1.8952,1.77,1.293,1.4003,1.8691,0.7468,1.6709,1.6317,0.7519,1.024,1.2503,0.3481,0.5615,1.4833,1.7528,0.2167,1.1548,1.1419,1.0026,0.6844,0.9572,0.6626,0.8808
38,0.6978,1.4768,1.0886,0.2335,0.9832,1.583,0.6854,0.8373,0.5921,0.2297,0.3523,1.4284,0.4827,0.5192,0.1816,0.5253,0.3023,0.77,1.2814,0.1813,1.4598,1.1447,1.437,0.9511,0.6767,0.3375,1.3716,1.0764,0.1821,0.5402,1.2408,0.9993,0.8529,1.5649,1.3162,0.6419,0.2284,0,0.8277,1.0444,0.2112,0.5066,0.349,1.2435,0.7257,0.8512,0.9151,1.3563,0.6814,1.618,0.4116,1.2386,1.0809,0.4506,0.9999,0.6841,0.5204,0.2952,0.6628,1.2521,1.1514,0.7503,1.0517,0.965,1.1921,1.4709,0.9102,0.2331,1.1612,1.3084,0.8332,1.1436,1.4231,1.6208,1.7339,0.8498,0.5569,1.1224,0.3258,0.8285,1.7587,0.1946,0.3371,0.9323,0.9144,1.6334,1.5738,0.485,0.1945,0.8258,0.4837,1.5818,1.4651,0.3608,0.4437,0.624,0.5639,0.8655,0.6183,1.178,1.6657,1.6722,1.5538,1.1181,1.225,1.6463,0.5283,1.4443,1.404,0.5513,0.8161,1.0401,0.1296,0.5311,1.255,1.5399,0.3138,1.0209,0.9661,0.7763,0.5406,0.7331,0.444,0.8724
39,0.6954,0.9979,0.9253,0.6316,0.2511,0.9021,0.3746,0.428,0.4392,0.6205,0.7633,1.0743,0.4893,0.4011,0.6691,0.5346,0.5842,0.0587,0.7199,0.65,0.957,0.4652,1.0865,0.6671,0.7289,0.5013,1.0609,0.278,0.7005,0.5366,0.7363,0.2429,0.0313,1.1755,0.669,0.2488,0.9819,0.8277,0,0.2889,0.7411,0.4934,0.5948,0.4489,0.3725,0.458,0.3242,1.1261,0.4912,1.0367,0.4189,0.9883,0.4793,0.4214,0.5905,0.2564,0.3689,0.6421,0.7034,0.7524,0.4766,0.5361,0.5442,0.6751,0.8532,0.9684,0.6984,0.7296,0.3419,0.5256,0.2887,0.4182,1.0182,1.0129,1.1165,0.0222,0.4427,0.8333,0.515,0.3418,1.1354,0.9531,0.5103,0.6878,0.5102,1.131,1.1927,0.3504,0.6756,0.3618,0.3441,1.304,1.1934,0.5886,0.385,0.4912,0.3984,0.3122,0.5246,0.8858,1.0326,1.1645,0.9705,0.3311,0.434,1.1381,0.4791,1.0432,1.05,0.3577,0.3636,0.4924,0.7123,0.5541,1.0397,0.9258,0.8497,0.2161,0.2003,0.6078,0.2977,0.5458,0.5119,0.6142
40,0.9832,0.7454,0.7995,0.8783,0.4316,0.6133,0.42,0.6953,0.5209,0.8627,1.0361,0.857,0.7709,0.6818,0.9075,0.6255,0.7621,0.3372,0.4613,0.8788,0.6998,0.1882,0.8695,0.5502,0.7424,0.7069,0.86,0.0849,0.9454,0.6201,0.4984,0.0482,0.2581,0.9399,0.3872,0.4029,1.2252,1.0444,0.2889,0,0.9139,0.6042,0.7486,0.2039,0.3908,0.7238,0.5615,0.9478,0.7784,0.757,0.6603,0.8183,0.2442,0.689,0.4338,0.5453,0.5298,0.9047,0.7216,0.5142,0.2002,0.5139,0.3467,0.5527,0.6673,0.7106,0.6063,0.8974,0.1836,0.264,0.5532,0.1299,0.7882,0.7293,0.8303,0.2729,0.5433,0.672,0.7187,0.2909,0.8486,1.1939,0.7082,0.9532,0.7651,0.8658,0.9586,0.604,0.9198,0.3088,0.5813,1.0956,0.9947,0.7392,0.6106,0.7801,0.513,0.5672,0.5722,0.714,0.7457,0.8969,0.6922,0.0855,0.1843,0.8713,0.5832,0.8125,0.8348,0.5031,0.3178,0.2885,0.9187,0.8409,0.8765,0.6428,1.1163,0.3209,0.0898,0.572,0.5589,0.5323,0.6481,0.8843
41,0.8023,1.2786,0.8778,0.3068,0.9377,1.4129,0.5193,0.8589,0.418,0.2862,0.5063,1.2214,0.5295,0.5307,0.2658,0.3345,0.1571,0.6879,1.0982,0.2238,1.2645,0.989,1.2297,0.7497,0.4657,0.2496,1.163,0.9589,0.3017,0.348,1.0512,0.8724,0.7611,1.3585,1.1462,0.5176,0.4391,0.2112,0.7411,0.9139,0,0.3283,0.1685,1.1174,0.5584,0.8789,0.9012,1.1454,0.7318,1.4298,0.37,1.0288,0.9137,0.4513,0.8092,0.6622,0.3868,0.3957,0.4522,1.0616,0.9943,0.5558,0.871,0.7635,0.9876,1.2753,0.7048,0.0225,1.0527,1.1751,0.8193,0.9988,1.2194,1.4364,1.5493,0.762,0.3861,0.9161,0.2356,0.6668,1.5747,0.4056,0.235,1.0061,0.9475,1.4353,1.3668,0.4416,0.2947,0.6604,0.4182,1.371,1.2546,0.1793,0.371,0.6766,0.4054,0.8546,0.4253,0.9709,1.4847,1.4742,1.3669,0.9937,1.098,1.4486,0.351,1.24,1.1973,0.4111,0.6502,0.8664,0.1265,0.6055,1.0442,1.3581,0.4977,0.951,0.8448,0.5742,0.4926,0.5371,0.2718,0.9366
42,0.8409,0.975,0.6481,0.4465,0.7304,1.085,0.1928,0.7603,0.0899,0.4215,0.6689,0.9473,0.5355,0.4831,0.443,0.0523,0.2062,0.4535,0.7754,0.396,0.9556,0.6627,0.957,0.4598,0.2911,0.2325,0.8994,0.6601,0.4907,0.0641,0.7344,0.5672,0.5041,1.0797,0.8182,0.2447,0.7259,0.5066,0.4934,0.6042,0.3283,0,0.1614,0.8076,0.2309,0.7875,0.7435,0.9084,0.6963,1.1114,0.3148,0.7776,0.5854,0.4177,0.4943,0.527,0.1414,0.5219,0.2655,0.746,0.6676,0.2513,0.5462,0.4736,0.7047,0.9668,0.4339,0.3083,0.7603,0.8593,0.6711,0.6775,0.9311,1.1146,1.2277,0.5106,0.0611,0.6429,0.2333,0.3404,1.2527,0.6916,0.2148,0.9737,0.8567,1.1312,1.0907,0.3418,0.469,0.3328,0.2921,1.1271,1.0082,0.1499,0.2616,0.6545,0.097,0.7066,0.1246,0.7012,1.1607,1.1699,1.0472,0.6877,0.7879,1.1437,0.0228,0.9536,0.922,0.1387,0.3225,0.5388,0.379,0.6317,0.8068,1.0345,0.7061,0.709,0.5461,0.2942,0.3626,0.2376,0.0633,0.8956
43,0.7897,1.128,0.7629,0.3336,0.8096,1.2462,0.3509,0.7778,0.2505,0.3081,0.5581,1.0865,0.4905,0.4636,0.3156,0.1765,0.0682,0.5454,0.9358,0.2659,1.1108,0.8205,1.0956,0.6042,0.3633,0.1604,1.0333,0.7969,0.3624,0.1915,0.8926,0.7083,0.6118,1.2216,0.9794,0.3588,0.5728,0.349,0.5948,0.7486,0.1685,0.1614,0,0.9524,0.3902,0.8017,0.7938,1.0292,0.6787,1.2705,0.2852,0.9047,0.746,0.3862,0.6513,0.5594,0.2286,0.4198,0.3433,0.9037,0.8258,0.4015,0.7072,0.6181,0.8472,1.1219,0.5678,0.1499,0.8931,1.0085,0.7147,0.8309,1.077,1.2749,1.3879,0.6146,0.2178,0.7802,0.1513,0.4983,1.4131,0.5384,0.1377,0.9599,0.8717,1.2846,1.2313,0.3427,0.3446,0.4922,0.3051,1.2524,1.1342,0.0119,0.2596,0.6287,0.2375,0.7507,0.2695,0.8371,1.3216,1.3234,1.2068,0.8296,0.9329,1.2974,0.184,1.0987,1.0617,0.2487,0.482,0.7001,0.2249,0.5808,0.9271,1.1953,0.5786,0.8091,0.6824,0.4308,0.384,0.3846,0.1033,0.8851
44,1.1159,0.7503,0.9256,1.0684,0.4978,0.505,0.6214,0.7983,0.7233,1.0544,1.212,0.9038,0.9377,0.8499,1.1006,0.8275,0.9649,0.5052,0.4813,1.0745,0.6993,0.2408,0.9161,0.6963,0.9291,0.9062,0.9242,0.172,1.1365,0.8215,0.5467,0.2454,0.4181,0.9604,0.3574,0.604,1.4178,1.2435,0.4489,0.2039,1.1174,0.8076,0.9524,0,0.5901,0.8235,0.6462,1.0291,0.9124,0.7011,0.8508,0.9122,0.3482,0.868,0.5677,0.6947,0.7324,1.0876,0.91,0.5603,0.2483,0.6994,0.4633,0.6956,0.7566,0.7084,0.761,1.101,0.136,0.0807,0.6624,0.1699,0.8232,0.66,0.7448,0.4285,0.7466,0.781,0.9184,0.4853,0.758,1.3873,0.9086,1.0436,0.8507,0.8415,0.9805,0.7894,1.1111,0.5011,0.7721,1.1431,1.0554,0.943,0.8049,0.9241,0.7168,0.6664,0.77,0.8121,0.658,0.8663,0.6437,0.1254,0.02,0.8434,0.7864,0.8454,0.8851,0.7064,0.5108,0.4118,1.119,0.9978,0.973,0.5807,1.2971,0.3785,0.2774,0.7508,0.7404,0.7193,0.852,0.9832
